,ID,Store ID,Total Price,Base Price,Units Sold,new_column
23458,33192,9043,228.0,228.0,4,2026-09-22 21:40:20.451076
23459,33195,9043,398.2875,448.1625,31,2026-09-22 21:40:20.451076
23460,33197,9043,177.4125,177.4125,7,2026-09-22 21:40:20.451076
23461,33198,9092,68.4,83.3625,41,2026-09-22 21:40:20.451076
23462,33199,9092,69.825,84.075,41,2026-09-22 21:40:20.451076
23463,33200,9092,114.7125,131.1,15,2026-09-22 21:40:20.451076
23464,33201,9092,116.85,116.85,37,2026-09-22 21:40:20.451076
23465,33202,9092,161.7375,161.7375,40,2026-09-22 21:40:20.451076
23466,33203,9092,228.0,228.0,7,2026-09-22 21:40:20.451076
23467,33204,9092,215.8875,215.8875,89,2026-09-22 21:40:20.451076
23468,33205,9092,295.6875,295.6875,31,2026-09-22 21:40:20.451076
23469,33206,9092,202.35,202.35,60,2026-09-22 21:40:20.451076
23470,33207,9092,177.4125,177.4125,25,2026-09-22 21:40:20.451076
23471,33208,9092,177.4125,177.4125,31,2026-09-22 21:40:20.451076
23472,33209,9092,205.2,205.2,63,2026-09-22 21:40:20.451076
23473,33210,9092,205.9125,205.9125,40,2026-09-22 21:40:20.451076
23474,33211,9092,212.325,212.325,39,2026-09-22 21:40:20.451076
23475,33212,9092,355.5375,469.5375,13,2026-09-22 21:40:20.451076
23476,33213,9092,355.5375,469.5375,19,2026-09-22 21:40:20.451076
23477,33214,9092,362.6625,469.5375,47,2026-09-22 21:40:20.451076
23478,33217,9092,203.775,203.775,16,2026-09-22 21:40:20.451076
23479,33218,9092,203.775,203.775,36,2026-09-22 21:40:20.451076
23480,33219,9112,105.45,105.45,209,2026-09-22 21:40:20.451076
23481,33220,9112,106.1625,106.1625,145,2026-09-22 21:40:20.451076
23482,33221,9112,106.1625,106.1625,85,2026-09-22 21:40:20.451076
23483,33224,9112,118.9875,132.525,90,2026-09-22 21:40:20.451076
23484,33225,9112,117.5625,133.2375,152,2026-09-22 21:40:20.451076
23485,33226,9112,166.0125,166.0125,113,2026-09-22 21:40:20.451076
23486,33229,9112,282.15,282.15,15,2026-09-22 21:40:20.451076
23487,33230,9112,195.9375,223.0125,106,2026-09-22 21:40:20.451076
23488,33231,9112,325.6125,325.6125,69,2026-09-22 21:40:20.451076
23489,33232,9112,178.125,207.3375,143,2026-09-22 21:40:20.451076
23490,33233,9112,205.9125,205.9125,41,2026-09-22 21:40:20.451076
23491,33237,9112,234.4125,234.4125,70,2026-09-22 21:40:20.451076
23492,33238,9112,176.7,213.0375,86,2026-09-22 21:40:20.451076
23493,33239,9112,236.55,236.55,24,2026-09-22 21:40:20.451076
23494,33240,9112,376.9125,448.1625,20,2026-09-22 21:40:20.451076
23495,33241,9112,380.475,448.1625,67,2026-09-22 21:40:20.451076
23496,33243,9112,177.4125,177.4125,27,2026-09-22 21:40:20.451076
23497,33244,9112,355.5375,355.5375,8,2026-09-22 21:40:20.451076
23498,33246,9132,67.6875,84.075,11,2026-09-22 21:40:20.451076
23499,33248,9132,112.575,132.525,15,2026-09-22 21:40:20.451076
23500,33249,9132,114.7125,130.3875,37,2026-09-22 21:40:20.451076
23501,33251,9132,237.975,237.975,4,2026-09-22 21:40:20.451076
23502,33253,9132,221.5875,221.5875,63,2026-09-22 21:40:20.451076
23503,33254,9132,295.6875,295.6875,34,2026-09-22 21:40:20.451076
23504,33255,9132,195.9375,195.9375,12,2026-09-22 21:40:20.451076
23505,33256,9132,205.2,205.2,14,2026-09-22 21:40:20.451076
23506,33257,9132,193.0875,193.0875,77,2026-09-22 21:40:20.451076
23507,33258,9132,208.05,208.05,38,2026-09-22 21:40:20.451076
23508,33264,9147,87.6375,87.6375,99,2026-09-22 21:40:20.451076
23509,33265,9147,88.35,88.35,76,2026-09-22 21:40:20.451076
23510,33266,9147,88.35,88.35,34,2026-09-22 21:40:20.451076
23511,33268,9147,117.5625,132.525,107,2026-09-22 21:40:20.451076
23512,33269,9147,118.275,133.95,26,2026-09-22 21:40:20.451076
23513,33270,9147,166.725,166.725,87,2026-09-22 21:40:20.451076
23514,33274,9147,215.175,215.175,56,2026-09-22 21:40:20.451076
23515,33275,9147,299.25,299.25,50,2026-09-22 21:40:20.451076
23516,33276,9147,147.4875,227.2875,63,2026-09-22 21:40:20.451076
23517,33279,9147,234.4125,234.4125,32,2026-09-22 21:40:20.451076
23518,33280,9147,197.3625,197.3625,76,2026-09-22 21:40:20.451076
23519,33282,9147,376.9125,448.1625,10,2026-09-22 21:40:20.451076
23520,33284,9147,382.6125,448.1625,41,2026-09-22 21:40:20.451076
23521,33285,9147,177.4125,177.4125,12,2026-09-22 21:40:20.451076
23522,33287,9164,106.1625,106.1625,131,2026-09-22 21:40:20.451076
23523,33288,9164,106.1625,106.1625,116,2026-09-22 21:40:20.451076
23524,33289,9164,106.1625,104.7375,64,2026-09-22 21:40:20.451076
23525,33290,9164,115.425,133.2375,54,2026-09-22 21:40:20.451076
23526,33291,9164,116.85,133.95,62,2026-09-22 21:40:20.451076
23527,33292,9164,167.4375,167.4375,86,2026-09-22 21:40:20.451076
23528,33294,9164,218.025,218.025,72,2026-09-22 21:40:20.451076
23529,33295,9164,327.0375,327.0375,49,2026-09-22 21:40:20.451076
23530,33296,9164,162.45,221.5875,104,2026-09-22 21:40:20.451076
23531,33297,9164,205.9125,205.9125,39,2026-09-22 21:40:20.451076
23532,33298,9164,205.9125,205.9125,16,2026-09-22 21:40:20.451076
23533,33299,9164,234.4125,234.4125,60,2026-09-22 21:40:20.451076
23534,33300,9164,193.8,213.0375,185,2026-09-22 21:40:20.451076
23535,33301,9164,228.0,228.0,20,2026-09-22 21:40:20.451076
23536,33303,9164,376.9125,458.85,28,2026-09-22 21:40:20.451076
23537,33304,9164,376.9125,448.1625,43,2026-09-22 21:40:20.451076
23538,33305,9164,454.575,454.575,7,2026-09-22 21:40:20.451076
23539,33306,9164,177.4125,177.4125,25,2026-09-22 21:40:20.451076
23540,33309,9178,116.85,132.525,22,2026-09-22 21:40:20.451076
23541,33314,9178,227.2875,227.2875,29,2026-09-22 21:40:20.451076
23542,33317,9178,205.2,205.2,7,2026-09-22 21:40:20.451076
23543,33318,9178,205.9125,205.9125,80,2026-09-22 21:40:20.451076
23544,33319,9178,210.9,210.9,36,2026-09-22 21:40:20.451076
23545,33322,9178,355.5375,469.5375,29,2026-09-22 21:40:20.451076
23546,33324,9190,88.35,88.35,43,2026-09-22 21:40:20.451076
23547,33325,9190,88.35,88.35,58,2026-09-22 21:40:20.451076
23548,33326,9190,188.8125,188.8125,20,2026-09-22 21:40:20.451076
23549,33327,9190,114.7125,131.1,47,2026-09-22 21:40:20.451076
23550,33328,9190,116.85,133.2375,71,2026-09-22 21:40:20.451076
23551,33329,9190,167.4375,167.4375,49,2026-09-22 21:40:20.451076
23552,33330,9190,237.975,237.975,18,2026-09-22 21:40:20.451076
23553,33331,9190,237.975,237.975,7,2026-09-22 21:40:20.451076
23554,33333,9190,227.2875,227.2875,133,2026-09-22 21:40:20.451076
23555,33334,9190,312.7875,312.7875,62,2026-09-22 21:40:20.451076
23556,33335,9190,198.075,227.2875,92,2026-09-22 21:40:20.451076
23557,33336,9190,177.4125,177.4125,48,2026-09-22 21:40:20.451076
23558,33337,9190,177.4125,177.4125,34,2026-09-22 21:40:20.451076
23559,33340,9190,240.825,240.825,46,2026-09-22 21:40:20.451076
23560,33341,9190,205.9125,205.9125,48,2026-09-22 21:40:20.451076
23561,33342,9190,213.0375,213.0375,37,2026-09-22 21:40:20.451076
23562,33344,9190,359.1,469.5375,52,2026-09-22 21:40:20.451076
23563,33345,9190,355.5375,469.5375,26,2026-09-22 21:40:20.451076
23564,33349,9221,88.35,88.35,19,2026-09-22 21:40:20.451076
23565,33351,9221,89.0625,89.0625,8,2026-09-22 21:40:20.451076
23566,33352,9221,113.2875,113.2875,30,2026-09-22 21:40:20.451076
23567,33353,9221,114.0,128.9625,82,2026-09-22 21:40:20.451076
23568,33354,9221,159.6,159.6,26,2026-09-22 21:40:20.451076
23569,33356,9221,230.1375,230.1375,18,2026-09-22 21:40:20.451076
23570,33357,9221,232.275,232.275,13,2026-09-22 21:40:20.451076
23571,33358,9221,220.875,220.875,31,2026-09-22 21:40:20.451076
23572,33359,9221,312.7875,312.7875,40,2026-09-22 21:40:20.451076
23573,33360,9221,183.825,227.2875,30,2026-09-22 21:40:20.451076
23574,33362,9221,177.4125,177.4125,6,2026-09-22 21:40:20.451076
23575,33363,9221,240.825,240.825,20,2026-09-22 21:40:20.451076
23576,33364,9221,213.0375,213.0375,36,2026-09-22 21:40:20.451076
23577,33365,9221,213.0375,213.0375,24,2026-09-22 21:40:20.451076
23578,33368,9250,89.0625,99.0375,214,2026-09-22 21:40:20.451076
23579,33369,9250,88.35,99.0375,148,2026-09-22 21:40:20.451076
23580,33370,9250,87.6375,87.6375,22,2026-09-22 21:40:20.451076
23581,33373,9250,118.275,133.95,119,2026-09-22 21:40:20.451076
23582,33374,9250,118.275,133.95,115,2026-09-22 21:40:20.451076
23583,33375,9250,166.725,166.725,94,2026-09-22 21:40:20.451076
23584,33378,9250,281.4375,281.4375,11,2026-09-22 21:40:20.451076
23585,33379,9250,203.775,203.775,98,2026-09-22 21:40:20.451076
23586,33380,9250,327.0375,327.0375,50,2026-09-22 21:40:20.451076
23587,33381,9250,158.175,225.15,85,2026-09-22 21:40:20.451076
23588,33382,9250,205.9125,205.9125,10,2026-09-22 21:40:20.451076
23589,33383,9250,205.9125,205.9125,12,2026-09-22 21:40:20.451076
23590,33384,9250,232.9875,232.9875,51,2026-09-22 21:40:20.451076
23591,33385,9250,175.9875,210.9,60,2026-09-22 21:40:20.451076
23592,33386,9250,211.6125,211.6125,19,2026-09-22 21:40:20.451076
23593,33388,9250,376.9125,448.1625,33,2026-09-22 21:40:20.451076
23594,33389,9250,376.9125,451.725,32,2026-09-22 21:40:20.451076
23595,33391,9250,177.4125,177.4125,20,2026-09-22 21:40:20.451076
23596,33394,9273,68.4,69.1125,102,2026-09-22 21:40:20.451076
23597,33395,9273,69.825,70.5375,90,2026-09-22 21:40:20.451076
23598,33396,9273,70.5375,69.825,33,2026-09-22 21:40:20.451076
23599,33398,9273,118.275,118.275,19,2026-09-22 21:40:20.451076
23600,33399,9273,114.0,128.9625,75,2026-09-22 21:40:20.451076
23601,33400,9273,163.1625,163.1625,23,2026-09-22 21:40:20.451076
23602,33401,9273,232.275,232.275,24,2026-09-22 21:40:20.451076
23603,33402,9273,237.2625,237.2625,21,2026-09-22 21:40:20.451076
23604,33403,9273,235.125,235.125,14,2026-09-22 21:40:20.451076
23605,33404,9273,193.8,193.8,50,2026-09-22 21:40:20.451076
23606,33405,9273,234.4125,234.4125,39,2026-09-22 21:40:20.451076
23607,33406,9273,186.675,213.0375,45,2026-09-22 21:40:20.451076
23608,33407,9273,177.4125,177.4125,7,2026-09-22 21:40:20.451076
23609,33408,9273,177.4125,177.4125,10,2026-09-22 21:40:20.451076
23610,33410,9273,183.825,183.825,58,2026-09-22 21:40:20.451076
23611,33411,9273,187.3875,187.3875,21,2026-09-22 21:40:20.451076
23612,33412,9273,361.2375,469.5375,26,2026-09-22 21:40:20.451076
23613,33413,9273,355.5375,469.5375,30,2026-09-22 21:40:20.451076
23614,33414,9273,362.6625,469.5375,26,2026-09-22 21:40:20.451076
23615,33416,9279,69.1125,84.075,52,2026-09-22 21:40:20.451076
23616,33417,9279,69.825,82.65,68,2026-09-22 21:40:20.451076
23617,33418,9279,69.1125,83.3625,40,2026-09-22 21:40:20.451076
23618,33419,9279,114.7125,131.8125,32,2026-09-22 21:40:20.451076
23619,33420,9279,117.5625,117.5625,42,2026-09-22 21:40:20.451076
23620,33421,9279,162.45,162.45,25,2026-09-22 21:40:20.451076
23621,33422,9279,233.7,284.2875,55,2026-09-22 21:40:20.451076
23622,33423,9279,232.275,279.3,63,2026-09-22 21:40:20.451076
23623,33424,9279,232.9875,281.4375,52,2026-09-22 21:40:20.451076
23624,33425,9279,217.3125,217.3125,71,2026-09-22 21:40:20.451076
23625,33426,9279,295.6875,295.6875,7,2026-09-22 21:40:20.451076
23626,33427,9279,210.9,210.9,52,2026-09-22 21:40:20.451076
23627,33428,9279,177.4125,177.4125,19,2026-09-22 21:40:20.451076
23628,33429,9279,177.4125,177.4125,18,2026-09-22 21:40:20.451076
23629,33430,9279,205.2,205.2,26,2026-09-22 21:40:20.451076
23630,33431,9279,205.9125,205.9125,37,2026-09-22 21:40:20.451076
23631,33432,9279,212.325,212.325,33,2026-09-22 21:40:20.451076
23632,33434,9279,355.5375,469.5375,26,2026-09-22 21:40:20.451076
23633,33435,9279,361.2375,469.5375,29,2026-09-22 21:40:20.451076
23634,33437,9279,170.2875,170.2875,12,2026-09-22 21:40:20.451076
23635,33438,9281,86.2125,86.2125,48,2026-09-22 21:40:20.451076
23636,33439,9281,88.35,88.35,45,2026-09-22 21:40:20.451076
23637,33441,9281,114.7125,130.3875,36,2026-09-22 21:40:20.451076
23638,33442,9281,112.575,126.825,83,2026-09-22 21:40:20.451076
23639,33443,9281,158.175,158.175,32,2026-09-22 21:40:20.451076
23640,33446,9281,214.4625,214.4625,49,2026-09-22 21:40:20.451076
23641,33447,9281,312.7875,312.7875,28,2026-09-22 21:40:20.451076
23642,33448,9281,158.8875,227.2875,57,2026-09-22 21:40:20.451076
23643,33451,9281,240.825,240.825,15,2026-09-22 21:40:20.451076
23644,33452,9281,213.0375,213.0375,28,2026-09-22 21:40:20.451076
23645,33456,9281,363.375,469.5375,18,2026-09-22 21:40:20.451076
23646,33457,9281,170.2875,170.2875,13,2026-09-22 21:40:20.451076
23647,33458,9281,198.075,198.075,19,2026-09-22 21:40:20.451076
23648,33459,9281,198.7875,198.7875,17,2026-09-22 21:40:20.451076
23649,33460,9328,88.35,88.35,59,2026-09-22 21:40:20.451076
23650,33461,9328,89.0625,89.0625,58,2026-09-22 21:40:20.451076
23651,33462,9328,87.6375,87.6375,44,2026-09-22 21:40:20.451076
23652,33463,9328,111.8625,111.8625,25,2026-09-22 21:40:20.451076
23653,33464,9328,116.1375,132.525,60,2026-09-22 21:40:20.451076
23654,33465,9328,164.5875,164.5875,50,2026-09-22 21:40:20.451076
23655,33466,9328,230.85,230.85,9,2026-09-22 21:40:20.451076
23656,33467,9328,237.975,237.975,3,2026-09-22 21:40:20.451076
23657,33468,9328,232.275,232.275,24,2026-09-22 21:40:20.451076
23658,33469,9328,227.2875,227.2875,51,2026-09-22 21:40:20.451076
23659,33470,9328,307.8,307.8,15,2026-09-22 21:40:20.451076
23660,33471,9328,202.35,227.2875,27,2026-09-22 21:40:20.451076
23661,33473,9328,177.4125,177.4125,11,2026-09-22 21:40:20.451076
23662,33474,9328,240.825,240.825,29,2026-09-22 21:40:20.451076
23663,33475,9328,208.05,208.05,62,2026-09-22 21:40:20.451076
23664,33476,9328,213.0375,213.0375,36,2026-09-22 21:40:20.451076
23665,33479,9328,376.9125,469.5375,32,2026-09-22 21:40:20.451076
23666,33480,9328,170.2875,170.2875,10,2026-09-22 21:40:20.451076
23667,33482,9328,198.7875,198.7875,11,2026-09-22 21:40:20.451076
23668,33483,9371,106.875,106.1625,58,2026-09-22 21:40:20.451076
23669,33484,9371,106.875,111.8625,60,2026-09-22 21:40:20.451076
23670,33485,9371,106.875,112.575,30,2026-09-22 21:40:20.451076
23671,33487,9371,118.9875,134.6625,47,2026-09-22 21:40:20.451076
23672,33488,9371,118.275,134.6625,48,2026-09-22 21:40:20.451076
23673,33489,9371,168.8625,168.8625,61,2026-09-22 21:40:20.451076
23674,33492,9371,285.0,285.0,15,2026-09-22 21:40:20.451076
23675,33493,9371,227.2875,227.2875,27,2026-09-22 21:40:20.451076
23676,33494,9371,327.0375,327.0375,31,2026-09-22 21:40:20.451076
23677,33495,9371,151.7625,218.7375,43,2026-09-22 21:40:20.451076
23678,33496,9371,234.4125,234.4125,40,2026-09-22 21:40:20.451076
23679,33497,9371,190.2375,213.0375,39,2026-09-22 21:40:20.451076
23680,33502,9442,106.1625,106.875,81,2026-09-22 21:40:20.451076
23681,33503,9442,106.1625,105.45,74,2026-09-22 21:40:20.451076
23682,33504,9442,115.425,133.2375,46,2026-09-22 21:40:20.451076
23683,33505,9442,116.85,134.6625,51,2026-09-22 21:40:20.451076
23684,33506,9442,166.725,166.725,64,2026-09-22 21:40:20.451076
23685,33509,9442,196.65,196.65,34,2026-09-22 21:40:20.451076
23686,33510,9442,312.7875,312.7875,35,2026-09-22 21:40:20.451076
23687,33511,9442,178.8375,227.2875,55,2026-09-22 21:40:20.451076
23688,33514,9442,234.4125,234.4125,53,2026-09-22 21:40:20.451076
23689,33515,9442,189.525,213.0375,40,2026-09-22 21:40:20.451076
23690,33519,9442,177.4125,177.4125,15,2026-09-22 21:40:20.451076
23691,33520,9430,106.1625,106.1625,30,2026-09-22 21:40:20.451076
23692,33521,9430,106.875,106.875,41,2026-09-22 21:40:20.451076
23693,33522,9430,105.45,105.45,17,2026-09-22 21:40:20.451076
23694,33524,9430,119.7,134.6625,38,2026-09-22 21:40:20.451076
23695,33525,9430,116.85,132.525,71,2026-09-22 21:40:20.451076
23696,33526,9430,169.575,169.575,52,2026-09-22 21:40:20.451076
23697,33527,9430,220.875,220.875,64,2026-09-22 21:40:20.451076
23698,33528,9430,314.2125,314.2125,40,2026-09-22 21:40:20.451076
23699,33529,9430,178.8375,227.2875,97,2026-09-22 21:40:20.451076
23700,33532,9430,234.4125,234.4125,35,2026-09-22 21:40:20.451076
23701,33533,9430,178.125,213.0375,67,2026-09-22 21:40:20.451076
23702,33534,9430,236.55,236.55,13,2026-09-22 21:40:20.451076
23703,33536,9430,376.9125,448.1625,17,2026-09-22 21:40:20.451076
23704,33537,9430,392.5875,448.1625,14,2026-09-22 21:40:20.451076
23705,33538,9430,177.4125,177.4125,22,2026-09-22 21:40:20.451076
23706,33539,9430,213.0375,213.0375,25,2026-09-22 21:40:20.451076
23707,33542,9439,69.825,82.65,10,2026-09-22 21:40:20.451076
23708,33543,9439,69.1125,84.7875,26,2026-09-22 21:40:20.451076
23709,33544,9439,118.275,134.6625,20,2026-09-22 21:40:20.451076
23710,33545,9439,114.7125,129.675,40,2026-09-22 21:40:20.451076
23711,33550,9439,227.2875,227.2875,31,2026-09-22 21:40:20.451076
23712,33551,9439,295.6875,295.6875,31,2026-09-22 21:40:20.451076
23713,33553,9439,205.2,205.2,10,2026-09-22 21:40:20.451076
23714,33554,9439,190.2375,190.2375,39,2026-09-22 21:40:20.451076
23715,33555,9439,212.325,212.325,17,2026-09-22 21:40:20.451076
23716,33558,9425,69.825,69.825,33,2026-09-22 21:40:20.451076
23717,33559,9425,69.825,84.075,48,2026-09-22 21:40:20.451076
23718,33560,9425,114.0,133.2375,15,2026-09-22 21:40:20.451076
23719,33562,9425,156.75,156.75,21,2026-09-22 21:40:20.451076
23720,33564,9425,217.3125,217.3125,35,2026-09-22 21:40:20.451076
23721,33565,9425,295.6875,295.6875,22,2026-09-22 21:40:20.451076
23722,33566,9425,195.9375,223.725,34,2026-09-22 21:40:20.451076
23723,33567,9425,177.4125,177.4125,20,2026-09-22 21:40:20.451076
23724,33568,9425,177.4125,177.4125,28,2026-09-22 21:40:20.451076
23725,33569,9425,205.2,205.2,39,2026-09-22 21:40:20.451076
23726,33570,9425,196.65,196.65,32,2026-09-22 21:40:20.451076
23727,33571,9425,212.325,212.325,20,2026-09-22 21:40:20.451076
23728,33574,9425,355.5375,469.5375,13,2026-09-22 21:40:20.451076
23729,33576,9425,193.8,193.8,21,2026-09-22 21:40:20.451076
23730,33578,9432,68.4,83.3625,46,2026-09-22 21:40:20.451076
23731,33579,9432,69.1125,84.7875,51,2026-09-22 21:40:20.451076
23732,33580,9432,69.825,82.65,39,2026-09-22 21:40:20.451076
23733,33581,9432,182.4,182.4,8,2026-09-22 21:40:20.451076
23734,33583,9432,117.5625,117.5625,23,2026-09-22 21:40:20.451076
23735,33584,9432,112.575,131.8125,42,2026-09-22 21:40:20.451076
23736,33585,9432,166.0125,166.0125,27,2026-09-22 21:40:20.451076
23737,33586,9432,229.425,229.425,22,2026-09-22 21:40:20.451076
23738,33588,9432,235.8375,235.8375,20,2026-09-22 21:40:20.451076
23739,33589,9432,227.2875,227.2875,57,2026-09-22 21:40:20.451076
23740,33590,9432,279.3,279.3,26,2026-09-22 21:40:20.451076
23741,33591,9432,203.0625,203.0625,52,2026-09-22 21:40:20.451076
23742,33593,9432,177.4125,177.4125,12,2026-09-22 21:40:20.451076
23743,33594,9432,205.2,205.2,48,2026-09-22 21:40:20.451076
23744,33595,9432,192.375,192.375,46,2026-09-22 21:40:20.451076
23745,33596,9432,212.325,212.325,30,2026-09-22 21:40:20.451076
23746,33598,9432,355.5375,469.5375,21,2026-09-22 21:40:20.451076
23747,33599,9432,355.5375,469.5375,30,2026-09-22 21:40:20.451076
23748,33602,9436,87.6375,87.6375,20,2026-09-22 21:40:20.451076
23749,33607,9436,115.425,115.425,41,2026-09-22 21:40:20.451076
23750,33608,9436,157.4625,157.4625,41,2026-09-22 21:40:20.451076
23751,33609,9436,225.8625,225.8625,9,2026-09-22 21:40:20.451076
23752,33610,9436,232.9875,232.9875,23,2026-09-22 21:40:20.451076
23753,33611,9436,229.425,229.425,17,2026-09-22 21:40:20.451076
23754,33612,9436,215.8875,215.8875,56,2026-09-22 21:40:20.451076
23755,33613,9436,312.7875,312.7875,28,2026-09-22 21:40:20.451076
23756,33614,9436,185.9625,227.2875,33,2026-09-22 21:40:20.451076
23757,33615,9436,240.825,240.825,13,2026-09-22 21:40:20.451076
23758,33616,9436,198.075,198.075,40,2026-09-22 21:40:20.451076
23759,33620,9436,355.5375,469.5375,14,2026-09-22 21:40:20.451076
23760,33621,9456,69.1125,82.65,37,2026-09-22 21:40:20.451076
23761,33622,9456,69.825,84.075,42,2026-09-22 21:40:20.451076
23762,33623,9456,69.825,80.5125,33,2026-09-22 21:40:20.451076
23763,33624,9456,116.1375,131.1,18,2026-09-22 21:40:20.451076
23764,33625,9456,115.425,131.1,37,2026-09-22 21:40:20.451076
23765,33626,9456,170.2875,170.2875,22,2026-09-22 21:40:20.451076
23766,33627,9456,237.975,237.975,3,2026-09-22 21:40:20.451076
23767,33628,9456,214.4625,214.4625,2,2026-09-22 21:40:20.451076
23768,33629,9456,208.7625,208.7625,52,2026-09-22 21:40:20.451076
23769,33630,9456,295.6875,295.6875,19,2026-09-22 21:40:20.451076
23770,33631,9456,159.6,223.725,32,2026-09-22 21:40:20.451076
23771,33632,9456,177.4125,177.4125,21,2026-09-22 21:40:20.451076
23772,33635,9456,188.8125,188.8125,52,2026-09-22 21:40:20.451076
23773,33636,9456,212.325,212.325,32,2026-09-22 21:40:20.451076
23774,33639,9456,361.2375,469.5375,30,2026-09-22 21:40:20.451076
23775,33641,9479,87.6375,87.6375,72,2026-09-22 21:40:20.451076
23776,33642,9479,88.35,88.35,68,2026-09-22 21:40:20.451076
23777,33645,9479,117.5625,133.95,49,2026-09-22 21:40:20.451076
23778,33646,9479,115.425,129.675,47,2026-09-22 21:40:20.451076
23779,33647,9479,164.5875,164.5875,64,2026-09-22 21:40:20.451076
23780,33648,9479,230.1375,230.1375,19,2026-09-22 21:40:20.451076
23781,33649,9479,232.275,232.275,20,2026-09-22 21:40:20.451076
23782,33650,9479,234.4125,234.4125,41,2026-09-22 21:40:20.451076
23783,33651,9479,217.3125,217.3125,69,2026-09-22 21:40:20.451076
23784,33652,9479,303.525,303.525,47,2026-09-22 21:40:20.451076
23785,33653,9479,203.775,227.2875,77,2026-09-22 21:40:20.451076
23786,33654,9479,177.4125,177.4125,40,2026-09-22 21:40:20.451076
23787,33655,9479,177.4125,177.4125,34,2026-09-22 21:40:20.451076
23788,33656,9479,240.825,240.825,38,2026-09-22 21:40:20.451076
23789,33657,9479,197.3625,197.3625,38,2026-09-22 21:40:20.451076
23790,33658,9479,213.0375,213.0375,33,2026-09-22 21:40:20.451076
23791,33660,9479,355.5375,469.5375,12,2026-09-22 21:40:20.451076
23792,33661,9479,355.5375,469.5375,31,2026-09-22 21:40:20.451076
23793,33662,9479,170.2875,170.2875,17,2026-09-22 21:40:20.451076
23794,33663,9481,88.35,105.45,111,2026-09-22 21:40:20.451076
23795,33664,9481,88.35,104.025,97,2026-09-22 21:40:20.451076
23796,33665,9481,88.35,88.35,25,2026-09-22 21:40:20.451076
23797,33667,9481,118.275,133.95,100,2026-09-22 21:40:20.451076
23798,33668,9481,116.1375,134.6625,88,2026-09-22 21:40:20.451076
23799,33669,9481,167.4375,167.4375,103,2026-09-22 21:40:20.451076
23800,33672,9481,280.0125,280.0125,32,2026-09-22 21:40:20.451076
23801,33673,9481,200.925,200.925,67,2026-09-22 21:40:20.451076
23802,33674,9481,327.0375,327.0375,48,2026-09-22 21:40:20.451076
23803,33675,9481,160.3125,227.2875,89,2026-09-22 21:40:20.451076
23804,33678,9481,233.7,233.7,91,2026-09-22 21:40:20.451076
23805,33679,9481,197.3625,197.3625,78,2026-09-22 21:40:20.451076
23806,33683,9481,376.9125,448.1625,17,2026-09-22 21:40:20.451076
23807,33687,9490,88.35,88.35,73,2026-09-22 21:40:20.451076
23808,33688,9490,87.6375,87.6375,38,2026-09-22 21:40:20.451076
23809,33689,9490,88.35,88.35,28,2026-09-22 21:40:20.451076
23810,33691,9490,116.85,130.3875,19,2026-09-22 21:40:20.451076
23811,33692,9490,115.425,131.8125,49,2026-09-22 21:40:20.451076
23812,33693,9490,158.8875,158.8875,26,2026-09-22 21:40:20.451076
23813,33696,9490,227.2875,227.2875,55,2026-09-22 21:40:20.451076
23814,33697,9490,312.7875,312.7875,21,2026-09-22 21:40:20.451076
23815,33698,9490,227.2875,227.2875,24,2026-09-22 21:40:20.451076
23816,33699,9490,177.4125,177.4125,29,2026-09-22 21:40:20.451076
23817,33700,9490,177.4125,177.4125,33,2026-09-22 21:40:20.451076
23818,33701,9490,240.825,240.825,33,2026-09-22 21:40:20.451076
23819,33702,9490,187.3875,213.0375,32,2026-09-22 21:40:20.451076
23820,33706,9490,355.5375,469.5375,13,2026-09-22 21:40:20.451076
23821,33708,9498,86.2125,86.2125,15,2026-09-22 21:40:20.451076
23822,33709,9498,86.2125,86.2125,19,2026-09-22 21:40:20.451076
23823,33711,9498,191.6625,191.6625,1,2026-09-22 21:40:20.451076
23824,33712,9498,114.0,132.525,51,2026-09-22 21:40:20.451076
23825,33713,9498,111.8625,127.5375,134,2026-09-22 21:40:20.451076
23826,33714,9498,159.6,159.6,56,2026-09-22 21:40:20.451076
23827,33717,9498,217.3125,217.3125,94,2026-09-22 21:40:20.451076
23828,33718,9498,312.7875,312.7875,80,2026-09-22 21:40:20.451076
23829,33719,9498,194.5125,227.2875,42,2026-09-22 21:40:20.451076
23830,33721,9498,240.825,240.825,29,2026-09-22 21:40:20.451076
23831,33722,9498,207.3375,207.3375,112,2026-09-22 21:40:20.451076
23832,33723,9498,213.0375,213.0375,67,2026-09-22 21:40:20.451076
23833,33726,9498,366.225,469.5375,27,2026-09-22 21:40:20.451076
23834,33729,9532,86.2125,86.2125,47,2026-09-22 21:40:20.451076
23835,33730,9532,86.925,86.925,43,2026-09-22 21:40:20.451076
23836,33731,9532,89.0625,89.0625,13,2026-09-22 21:40:20.451076
23837,33733,9532,116.85,131.1,53,2026-09-22 21:40:20.451076
23838,33734,9532,115.425,115.425,92,2026-09-22 21:40:20.451076
23839,33735,9532,164.5875,164.5875,41,2026-09-22 21:40:20.451076
23840,33736,9532,225.15,225.15,15,2026-09-22 21:40:20.451076
23841,33737,9532,237.2625,237.2625,19,2026-09-22 21:40:20.451076
23842,33738,9532,236.55,236.55,27,2026-09-22 21:40:20.451076
